nome,sigla,superior.sigla,unidade_organizacional.nome,is_siape,total_servidores
DIREÇÃO GERAL - CAMPUS ESPERANÇA,DG-ES,CAMPUS-ES,CAMPUS ESPERANÇA,False,47
DIRETORIA DE DESENVOLVIMENTO E ENSINO - CAMPUS ESPERANÇA,DDE-ES,DG-ES,CAMPUS ESPERANÇA,False,32
"DIRETORIA DE ADMINISTRAÇÃO, PLANEJAMENTO E FINANÇAS - CAMPUS ESPERANÇA",DAPF-ES,DG-ES,CAMPUS ESPERANÇA,False,11
COORDENAÇÃO TÉCNICO INFORMÁTICA - CAMPUS ESPERANÇA,CTIN-ES,DDE-ES,CAMPUS ESPERANÇA,False,7
COORDENAÇÃO DE PATRIMÔNIO E ALMOXARIFADO - CAMPUS ESPERANÇA,CPAL-ES,DAPF-ES,CAMPUS ESPERANÇA,False,1
COORDENAÇÃO PEDAGÓGICA - CAMPUS ESPERANÇA,CPED-ES,DDE-ES,CAMPUS ESPERANÇA,False,0
COORDENAÇÃO FORMAÇÃO GERAL - CAMPUS ESPERANÇA,CFOG-ES,DDE-ES,CAMPUS ESPERANÇA,False,11
COORDENAÇÃO DE PROTOCOLO - CAMPUS ESPERANÇA,PROTOCOLO-ES,DAPF-ES,CAMPUS ESPERANÇA,False,0
COORDENADOR FINANCAS - CAMPUS ESPERANÇA,COF-ES,DAPF-ES,CAMPUS ESPERANÇA,False,1
COORDENAÇÃO DE GESTÃO DE PESSOAS - CAMPUS ESPERANÇA,CGP-ES,DG-ES,CAMPUS ESPERANÇA,False,1
COORDENAÇÃO PESQUISA EXTENSÃO - CAMPUS ESPERANÇA,CPEX-ES,DG-ES,CAMPUS ESPERANÇA,False,2
COORDENAÇÃO GESTORA SETORIAL SCDP-CAMPUS CATOLÉ DO ROCHA - REITORIA,RE-COGSSCR,RE-DAPFCR,REITORIA,False,0
COORD. C. TECN. EM INFORMAT INTEGRADO-PT,CCIIEM-PT,DDE-PT,CAMPUS PATOS,True,0
COORDENAÇÃO DO CURSO TÉCNICO EM INFORMÁTICA INTEGRADO AO MÉDIO - CAMPUS PATOS,CCIIEM-PT,DDE-PT,CAMPUS PATOS,False,2
DIRETORIA GERAL - CAMPUS ITABAIANA,DG-IB,CAMPUS-IB,CAMPUS ITABAIANA,False,49
DIRETORIA DE DESENVOLVIMENTO E ENSINO - CAMPUS ITABAIANA,DDE-IB,DG-IB,CAMPUS ITABAIANA,False,35
"DIRETORIA DE ADMINISTRAÇÃO, PLANEJAMENTO E FINANÇAS - CAMPUS ITABAIANA",DAPF-IB,DG-IB,CAMPUS ITABAIANA,False,8
CAMPUS ITABAIANA,CAMPUS-IB,REITORIA,CAMPUS ITABAIANA,False,49
"COORDENACAO DE ADMINISTRACAO, LOGISTICA E MANUTENCAO - CAMPUS ITABAIANA",CALM-IB,DAPF-IB,CAMPUS ITABAIANA,False,2
COORDENAÇÃO DO CURSO DE AUTOMAÇÃO INDUSTRIAL - CAMPUS ITABAIANA,CAI-IB,DDE-IB,CAMPUS ITABAIANA,False,10
DIRETORIA DE PLANEJAMENTO E GESTAO DAS POLITICAS ESTUDANTIS - REITORIA,DPGEST-RE,PRAE-RE,REITORIA,False,2
COORDENAÇÃO DO CURSO DE ELETROMECÂNICA - CAMPUS ITABAIANA,COELM-IB,DDE-IB,CAMPUS ITABAIANA,False,14
COORDENAÇÃO DE PESQUISA E EXTENSÃO - CAMPUS ITABAIANA,CPEX-IB,DDE-IB,CAMPUS ITABAIANA,False,0
COORDENACAO PEDAGOGICA E ASSISTENCIA ESTUDANTIL - CAMPUS ITABAIANA,CPAE-IB,DDE-IB,CAMPUS ITABAIANA,False,2
CHEFIA DE GABINETE - CAMPUS ITABAIANA,CG-IB,DG-IB,CAMPUS ITABAIANA,False,0
COORD. DE COMPRAS E LICITACOES-CR,CCL-CR,DAP-CR,CAMPUS CATOLE DO ROCHA,True,0
Coordenação de Compras e Licitações do Campus Catolé do Rocha,RE-CCLCR,RE-DAPFCR,REITORIA,False,0
"DIRETORIA DE ADMINISTRAÇÃO, PLANEJAMENTO E FINANÇAS - CAMPUS CATOLÉ DO ROCHA",DAPF-CR,DG-CR,REITORIA,False,0
DIRETORIA DE DESENVOLVIMENTO E ENSINO - CAMPUS CATOLÉ DO ROCHA,DDE-CR,DG-CR,REITORIA,False,0
COORDENAÇÃO DE COMPRAS E LICITAÇÃO - CATOLÉ DO ROCHA,CCL-CR,DAPF-CR,REITORIA,False,0
CAMPUS CATOLÉ DO ROCHA,CAMPUS-CR,REITORIA,CAMPUS CATOLÉ DO ROCHA,False,45
DIRETORIA GERAL - CAMPUS CATOLÉ DO ROCHA,DG-CR,CAMPUS-CR,CAMPUS CATOLÉ DO ROCHA,False,45
DIRETORIA DE DESENVOLVIMENTO E ENSINO - CAMPUS CATOLÉ DO ROCHA,DDE-CR,DG-CR,CAMPUS CATOLÉ DO ROCHA,False,34
"DIRETORIA DE ADMINISTRAÇÃO, PLANEJAMENTO E FINANÇAS - CAMPUS CATOLÉ DO ROCHA",DAPF-CR,DG-CR,CAMPUS CATOLÉ DO ROCHA,False,10
COORDENAÇÃO DE COMPRAS E LICITAÇÃO - CATOLÉ DO ROCHA,CCL-CR,DAPF-CR,CAMPUS CATOLÉ DO ROCHA,False,1
COORDENAÇÃO DE CONTROLE ACADÊMICO - CATOLÉ DO ROCHA,CCA-CR,DDE-CR,CAMPUS CATOLÉ DO ROCHA,False,1
COORDENAÇÃO DE ORÇAMENTO E PLANEJAMENTO - CAMPUS CATOLÉ DO ROCHA,COPLAN-CR,DAPF-CR,CAMPUS CATOLÉ DO ROCHA,False,1
COORDENAÇÃO DE GESTÃO DE PESSOAS - CATOLÉ DO ROCHA,CGP-CR,DAPF-CR,CAMPUS CATOLÉ DO ROCHA,False,1
COORDENAÇÃO DO CURSO DE EDIFICAÇÕES - CATOLÉ DO ROCHA,COEDIF-CR,DDE-CR,CAMPUS CATOLÉ DO ROCHA,False,1
COORDENAÇÃO GESTORA SETORIAL SCDP - CATOLÉ DO ROCHA,COGSS-CR,DAPF-CR,CAMPUS CATOLÉ DO ROCHA,False,1
COORDENAÇÃO DO POLO EDUCAÇÃO À DISTÂNCIA CATOLÉ DO ROCHA,CPED-CR,DDE-CR,CAMPUS CATOLÉ DO ROCHA,False,0
"COORDENAÇÃO DE PESQUISA, INOVAÇÃO E ESTÁGIO - CAMPUS CATOLÉ DO ROCHA",COPIE-CR,DDE-CR,CAMPUS CATOLÉ DO ROCHA,False,1
COORD. TEC. TRANS. IMOBILIARIAS-CC,CCTTI-CC,COEN-CC,REITORIA,True,0
COORD CURSO TECNICO QUIMICA-CB,CTQUIM-CB,DDE-CB,CAMPUS CABEDELO,True,0
COORD CURSO TECNICO MULTIMIDIA-CB,CTMULT-CB,DDE-CB,CAMPUS CABEDELO,True,0
Coordenação do Curso Técnico em Química - Campus Cabedelo,CTQUIM-CB,DDE-CB,CAMPUS CABEDELO,False,9
Coordenação do Curso Técnico em Multimídia - Campus Cabedelo,CTMULT-CB,DDE-CB,CAMPUS CABEDELO,False,2
CAMPUS ITAPORANGA,CAMPUS-IP,REITORIA,CAMPUS ITAPORANGA,False,44
DIRETORIA GERAL - CAMPUS ITAPORANGA,DG-IP,CAMPUS-IP,CAMPUS ITAPORANGA,False,44
"DIRETORIA DE ADMINISTRAÇÃO, PLANEJAMENTO E FINANÇAS - CAMPUS ITAPORANGA",DAPF-IP,DG-IP,CAMPUS ITAPORANGA,False,7
DIRETORIA DE DESENVOLVIMENTO E ENSINO - CAMPUS ITAPORANGA,DDE-IP,DG-IP,CAMPUS ITAPORANGA,False,32
COORDENACAO DO CURSO TÉCNICO INTEGRADO EM EDIFICAÇÕES - CAMPUS ITAPORANGA,CCTE-IP,DDE-IP,CAMPUS ITAPORANGA,False,3
COORDENAÇÃO PEDAGÓGICA - CAMPUS  ITAPORANGA,COPED-IP,DDE-IP,CAMPUS ITAPORANGA,False,2
COORDENACAO DE PESQUISA E EXTENSAO - CAMPUS ITAPORANGA,CPEXITP-IP,DDE-IP,CAMPUS ITAPORANGA,False,1
COORDENAÇÃO DE DESENVOLVIMENTO E ENSINO - IP,CDDE-IP,DDE-IP,CAMPUS ITAPORANGA,False,9
COORDENACAO DE ALMOXARIFADO E PATRIMONIO - CAMPUS ITAPORANGA,COAP-IP,DAPF-IP,CAMPUS ITAPORANGA,False,2
COORDENACAO DE COMPRAS E LICITACOES - CAMPUS ITAPORANGA,CCL-IP,DAPF-IP,CAMPUS ITAPORANGA,False,0
CURSO TÉCNICO EM EDIFICAÇÕES DO CAMPUS MONTEIRO,CTEDIF-MT,DDE-MT,CAMPUS MONTEIRO,False,2
COORDENAÇÃO DE ÁREA DE INFORMÁTICA - CAMPUS CAMPINA GRANDE,COAIN-CG,DDE-CG,CAMPUS CAMPINA GRANDE,False,32
COORD TECNICO INTEGRADO QUIMICA-CG,CTIQUI-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
COORD TECNICO INTEGRADO EDIFICACOES-CG,CTIEDI-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
COMISSÃO ELEITORAL LOCAL - CAMPUS MONTEIRO,CEL-MT,CEC-RE,REITORIA,False,0
COORDENAÇÃO DO NÚCLEO DE APOIO AOS SERVIÇOS MÉDICO E ODONTOLÓGICOS DO CAMPUS CAJAZEIRAS,CNAM-CZ,DG-CZ,CAMPUS CAJAZEIRAS,False,0
COORDENAÇÃO CURSO TÉCNICO INTEGRADO DE INFORMÁTICA - CAMPUS SANTA RITA,CINF-SR,DDE-SR,CAMPUS SANTA RITA,False,5
COORDENAÇÃO DO CURSO TÉCNICO INTEGRADO EM QUÍMICA - CAMPUS CAMPINA GRANDE,CTIQUI-CG,DDE-CG,CAMPUS CAMPINA GRANDE,False,0
COORDENAÇÃO DE CONTROLE E EXPEDIÇÃO DE DIÁRIAS - CAMPUS ESPERANÇA,CCED-ES,DAPF-ES,CAMPUS ESPERANÇA,False,2
COORDENAÇÃO DE ESTÁGIO - CAMPUS ESPERANÇA,CE-ES,DDE-ES,CAMPUS ESPERANÇA,False,1
COORDENAÇÃO PEDAGÓGICA E DE APOIO AO ESTUDANTE - CAMPUS ESPERANÇA,COPAE-ES,DDE-ES,CAMPUS ESPERANÇA,False,4
COORDENAÇÃO CURSO TÉCNICO EM GUIA DE TURISMO - CAMPUS CABEDELO CENTRO,CTGT-CC,DCACC-RE,REITORIA,False,1
COORDENAÇÃO DE CONTROLE ACADÊMICO - CAMPUS ESPERANÇA,CCA-ES,DDE-ES,CAMPUS ESPERANÇA,False,1
GABINETE MÉDICO ODONTOLÓGICO - CAMPUS CABEDELO,GABMED-CB,DDE-CB,CAMPUS CABEDELO,False,2
GABINETE MÉDICO - CAMPUS PATOS,GABM-PT,DDE-PT,CAMPUS PATOS,False,2
COORD. DE LEGIS. E ADM. DE PESSOAL-RE,CLAP-RE,DGEP-RE,REITORIA,True,0
COORD. DE  TECNOLOGIA DA INFORMACAO-IT,CTI-IT,DAP-IT,CAMPUS ITAPORANGA,True,0
COORDENAÇÃO DE TECNOLOGIA DA INFORMAÇÃO - CAMPUS ITAPORANGA,CTI-IP,DAPF-IP,CAMPUS ITAPORANGA,False,0
COORDENAÇÃO EXECUTIVA DE LEGISLAÇÃO E ADMINISTRAÇÃO DE PESSOAL,CLAP-RE,DLAP-RE,REITORIA,False,3
SECRETARIA DA DIRECAO,SDG-SS,CGDG-SS,CAMPUS SOUSA,True,0
COORD ASSISTENCIA ESTUDANTE-CR,CAEST-CR,DDE-CR,CAMPUS CATOLE DO ROCHA,True,0
COORD PEDAGOGICA APOIO ESTUDANTE-ES,COPAE-ES,DDE-ES,CAMPUS ESPERANCA,True,0
COORD. GERAL DE ENSINO-CR,CORGE-CR,DDE-CR,CAMPUS CATOLE DO ROCHA,True,0
COORDENAÇÃO DE ESTÁGIO - CAMPUS CABEDELO CENTRO,COE-CC-RE,DCACC-RE,REITORIA,False,0
CAPRA-RE,CAPRA-RE,DLAP-RE,REITORIA,False,0
COORDENAÇÃO DE LABORATÓRIOS - CAMPUS PATOS,COLAB-PT,DDE-PT,CAMPUS PATOS,False,10
COORDENAÇÃO DE  CONVÊNIOS - REITORIA,CCV-RE,DCCL-RE,REITORIA,False,0
COMISSAO ORGANIZADORA DO REDITEC,COMREDITEC-RE,COMISSOES-RE,REITORIA,False,0
COORDENAÇÃO COMPRAS LICITAÇÕES - CAMPUS PATOS,COLIC-PT,DAPF-PT,CAMPUS PATOS,False,3
Comissão Permanente de Apuração de Fatos - Campus Princesa Isabel,COMPAF-PI,DG-PI,CAMPUS PRINCESA ISABEL,False,0
Coordenação do Curso Tecnico Integrado em Edificações - Campus Campina Grande,CTIED-CG,DDE-CG,CAMPUS CAMPINA GRANDE,False,2
COORDENAÇÃO DE ASSISTÊNCIA ESTUDANTIL - CAMPUS CATOLÉ DO ROCHA,CAEST-CR,DDE-CR,CAMPUS CATOLÉ DO ROCHA,False,2
NAPNE - NÚCLEO DE ASSISTÊNCIA ÀS PESSOAS COM NECESSIDADES ESPECÍFICAS - CÂMPUS PATOS,NAPNE-PT,DDE-PT,CAMPUS PATOS,False,3
DIR DE LEGISL E ADM DE PESSOAL-RE,DLAP-RE,DGEP-RE,REITORIA,True,0
COORDENACAO PEDAGOGICA E ASSISTENCIA ESTUDANTIL - CAMPUS CABEDELO CENTRO,COPAE-CC-RE,DCACC-RE,REITORIA,False,4
COORD. GESTAO DE PESSOAS-IT,CGP-IT,DAP-IT,CAMPUS ITAPORANGA,True,0
COORDENAÇÃO DE GESTÃO DE PESSOAS - CAMPUS ITAPORANGA,CGP-IP,DG-IP,CAMPUS ITAPORANGA,False,1
COORD ESP GESTAO AMBIENTAL MUNICIPIOS-PI,CGAM-PI,DDE-PI,CAMPUS PRINCESA ISABEL,True,0
COORDENACAO DE INOVACAO-CG,COIN-CG,DG-CG,CAMPUS CAMPINA GRANDE,True,0
COORDENAÇÃO DE PROTOCOLO - CAMPUS CATOLÉ DO ROCHA,PROTOCOLO-CR,DAPF-CR,CAMPUS CATOLÉ DO ROCHA,False,1
Coordenação do Curso Técnico em Transações Imobiliárias - Campus Cabedelo Centro,CCTTI-CC,DCACC-RE,REITORIA,False,2
Coordenação do Curso de Especialização em Gestão Ambiental de Municípios - Campus Princesa Isabel,CGAM-PI,DDE-PI,CAMPUS PRINCESA ISABEL,False,5
COORD. CURSO TEC EM REST E BAR-AREIA-RE,CCTRB-RE,CAA-AR,REITORIA,True,0
COORD CURSO SUBSEQUENTE INFORMATICA-SL,COINF-SL,DCSOL-SL,REITORIA,True,0
CONSELHO ENSINO PESQUISA EXTENSAO-RE,CEPE,REITOR-RE,REITORIA,True,0
COMISSÃO PERMANENTE DE AJUDA DE CUSTO - DISCENTES - CAMPUS PRINCESA ISABEL,CAJ-PI,DG-PI,CAMPUS PRINCESA ISABEL,False,0
COORD APOIO LABORATORIOS INFORMATICA-CG,CALIN-CG,DG-CG,CAMPUS CAMPINA GRANDE,True,0
COMISSÃO DE APURAÇÃO DE FATOS NO ÂMBITO DOS PREGÕES ELETRÔNICOS - CAMPUS MONTEIRO,CAFPE-MT,DG-MT,CAMPUS MONTEIRO,False,0
COORD CONTROLE ACADEMICO-ES,CCA-ES,DDE-ES,CAMPUS ESPERANCA,True,0
COORD COMPRAS LICITACOES-ES,CCL-ES,DAP-ES,CAMPUS ESPERANCA,True,0
COORD ENSINO UNIDADE LUCENA-CC,ELUCENA-CC,DCACC-CC,REITORIA,True,0
COORD ADM MATERIAIS REC PATRIMONIAIS-CC,CAMRP-CC,COAD-CC,REITORIA,True,0
COORD ADM UNIDADE REMOTA LUCENA-CC,ALUCENA-CC,DCACC-CC,REITORIA,True,0
COORD FORMACAO GERAL-CC,COFOG-CC,COEN-CC,REITORIA,True,0
Conselho Diretor - Campus Itaporanga,CD-IP,CAMPUS-IP,CAMPUS ITAPORANGA,False,0
NÚCLEO DE ASSUNTOS INTERNACIONAIS - CAMPUS PRINCESA ISABEL,NAI-PI,DG-PI,CAMPUS PRINCESA ISABEL,False,0
COORDENAÇÃO DE COMPETIÇÕES ACADÊMICAS - CAMPUS JOÃO PESSOA,COCA-JP,DIPPED-JP,CAMPUS JOÃO PESSOA,False,1
COORD EDUCACAO FISICA-ITAPORANGA,COEF-ITAP,DDE-IT,CAMPUS ITAPORANGA,True,0
COORD NAPNE-ITAPORANGA,NAPNE-ITAP,DDE-IT,CAMPUS ITAPORANGA,True,0
COORD DESENVOLVIMENTO DE ENSINO-CB,CODEN-CB,DDE-CB,CAMPUS CABEDELO,True,0
COORD CULTURA-RE,CCULT-RE,PROEXC-RE,REITORIA,True,0
Comissão Permanente de Apuração de Fatos - Processos Licitatórios- Reitoria,CPAFLIC-RE,CPAF-RE,REITORIA,False,0
COORD. ACAD MESTRADO PROFEPT - JP,CAMP-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
Mestrado Profissional em Educação Profissional e Tecnológica - Campus João Pessoa,PROFEPT-JP,UA4-JP,CAMPUS JOÃO PESSOA,False,1
COMISSÃO ELEITORAL ASSIFPB - Campus João Pessoa,CEASSIF - JP,DG-JP,CAMPUS JOÃO PESSOA,False,0
COORD DE AP A SISTEMAS INFORMATIZADOS-RE,CASI-RE,DTI-RE,REITORIA,True,0
COORDENACAO DE APOIO A SISTEMAS INFORMATIZADOS-RE,CASI-RE,DGTI-RE,REITORIA,False,4
COMITÊ LOCAL DE ACOMPANHAMENTO E AVALIAÇÃO DE GRUPOS PET,CLAA-RE,PRE-RE,REITORIA,False,0
COORDENAÇÃO DO CURSO TÉCNICO EM RESTAURANTE E BAR,CCTRB-AR,DCAAREIA-RE,REITORIA,False,2
COORDENAÇÃO DE COMPRAS E LICITAÇÕES - CAMPUS ESPERANÇA,CCL-ES,DAPF-ES,CAMPUS ESPERANÇA,False,2
COORD TEC INFORMATICA INTEGRADO AO MEDIO,COTINF-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
"Comissão de Avaliação para Concessão de Ajuda de Custo para participação em Eventos Científicos, Tec",CACE-PC,DG-PC,CAMPUS PICUÍ,False,0
COORD COMPRAS LICITACOES-CB,CCL-CB,DAPF-CB,CAMPUS CABEDELO,True,0
Conselho Diretor - Campus Catolé do Rocha,CD-CR,DG-CR,CAMPUS CATOLÉ DO ROCHA,False,0
COOR PROMOCAO PREVENCAO ATENCAO SAUDE JP,CPPAS-JP,DAEST-JP,CAMPUS JOAO PESSOA,True,0
COORD CONTROLE ACADEMICO - MANGABEIRA,CCA-MB,CE-MB,REITORIA,True,0
COORD CURSO TÉC. INFORMÁTICA INTEGRADO AO ENSINO MÉDIO - CAMPUS JOÃO PESSOA,CCTI-JP,UA2-JP,CAMPUS JOÃO PESSOA,False,1
COORDENAÇÃO DE PLANEJAMENTO - CAMPUS JOÃO PESSOA,COPLAN-JP,DG-JP,CAMPUS JOÃO PESSOA,False,3
COMISSÃO DE ÉTICA NO USO DE ANIMAIS - CAMPUS SOUSA,CEUA-SS,DES-SS,CAMPUS SOUSA,False,2
COORDENACAO DE LICITAÇÃO DE BENS E SERVICOS - REITORIA,CLBS-RE,DCCL-RE,REITORIA,False,1
COORDENAÇÃO DE BIBLIOTECA - CAMPUS CATOLÉ DO ROCHA,BIBLIOTECA-CR,DDE-CR,CAMPUS CATOLÉ DO ROCHA,False,1
CONSELHO DIRETOR - CAMPUS CABEDELO CENTRO - REITORIA,CD-CC-RE,DCACC-RE,REITORIA,False,0
COORDENAÇÃO DE CONTROLE ACADÊMICO - CAMPUS CABEDELO CENTRO - REITORIA,CCA-CC-RE,COEN-CC-RE,REITORIA,False,2
COORDENAÇÃO DE BIBLIOTECA - CAMPUS CABEDELO CENTRO - REITORIA,BIBLIOTECA-CC,COEN-CC-RE,REITORIA,False,0
COORD ASSUNTOS EDUCACIONAIS-RE,COAED-RE,DES-RE,REITORIA,False,1
COORDENACAO PEDAGOGICA-ITAP,COPED-IT,DDE-IT,CAMPUS ITAPORANGA,True,0
COORDENAÇÃO DE TECNOLOGIA DA INFORMAÇÃO - CAMPUS ESPERANÇA,CTI-ES,DAPF-ES,CAMPUS ESPERANÇA,False,4
COORD APOIO LABORATORIOS INFORMATICA-CG,CALIN-CG,DDE-CG,CAMPUS CAMPINA GRANDE,False,4
COORDENAÇÃO DE ASSISTÊNCIA ESTUDANTIL - CAMPUS ITAPORANGA,CAEST-IP,DDE-IP,CAMPUS ITAPORANGA,False,2
COORDENAÇÃO DE CONTROLE ACADÊMICO - CAMPUS ITAPORANGA,CCA-IP,DDE-IP,CAMPUS ITAPORANGA,False,0
NÚCLEO DE ATENDIMENTO ÀS PESSOAS COM NECESSIDADES EDUCACIONAIS ESPECÍFICAS - CAMPUS ITAPORANGA,NAPNE-IP,DDE-IP,CAMPUS ITAPORANGA,False,1
COMISSÃO ELEITORAL LOCAL - CB,CEL-CB,CEC-RE,REITORIA,False,0
COMISSÃO ELEITORAL LOCAL - PI,CEL-PI,CEC-RE,REITORIA,False,0
COMISSÃO ELEITORAL LOCAL - PT,CEL-PT,CEC-RE,REITORIA,False,0
COMISSÃO ELEITORAL LOCAL - PC,CEL-PC,CEC-RE,REITORIA,False,0
NUCLEO DE INTEG ESC MUNDO DO TRABALHO-JP,NIEMT-JP,DEP-JP,CAMPUS JOAO PESSOA,True,0
COORD PROG PARC.NUCLEO APRENDIZAGEM-JP,CPPNA-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
Diretoria de Cultura - Reitoria,DCULT-RE,PROEXC-RE,REITORIA,False,2
COORDENAÇÃO DOS CURSOS DE LICENCIATURA - REITORIA,CLI-RE,DES-RE,REITORIA,False,1
CONSELHO DISCIPLINAR - CAMPUS PRINCESA ISABEL,CDISC-PI,DG-PI,CAMPUS PRINCESA ISABEL,False,0
COORD. CURSOS DE LICENCIATURA-RE,CCL-RE,DESUP-RE,REITORIA,True,0
COORD. DE TECNOLOGIA DA INFORMACAO-ES,COTI-ES,DAP-ES,CAMPUS ESPERANCA,True,0
DIR CADASTRO E PAGAMENTO DE PESSOAL-RE,DCPP-RE,DGEP-RE,REITORIA,True,0
DIR DESENVOLVIMENTO DE PESSOAS-RE,DDP-RE,DGEP-RE,REITORIA,True,0
DIR CADASTRO E PAGAMENTO DE PESSOAL,DCPP,DCPP-RE,REITORIA,False,0
DIR CADASTRO E PAGAMENTO DE PESSOAL,DCPP-RE,DCPP-RE,REITORIA,False,0
COORD. PROD.FOLHA PAG. PESSOAL-RE,CPFP-RE,DCPP-RE,REITORIA,False,0
Coordenação de Extensão e Cultura - Campus Catolé do Rocha,CEXTCULT-CR,DDE-CR,CAMPUS CATOLÉ DO ROCHA,False,1
CORRDENACAO DE MANUTENCAO-RE,COMAN-RE,DCLOG-RE,REITORIA,True,0
COORD CURSO ESPECIALIZAÇÃO EM MATEMÁTICA,CCEM-CZ,CP-CZ,CAMPUS CAJAZEIRAS,True,0
COOR. DO MESTRADO PROF. EM PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA INOVACAO,CPROFNIT-CG,DDE-CG,CAMPUS CAMPINA GRANDE,False,2
COORD CURSO ESPECIALIZAÇÃO EM MATEMÁTICA,CCEM-CZ,CP-CZ,CAMPUS CAJAZEIRAS,False,2
COORD EXECUCAO ORCAMENT FINANCEIRA- IT,CEOF-II,DAP-IT,CAMPUS ITAPORANGA,True,0
COORD EDUCACAO DISTANCIA - JP,CEAD-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
COORD EDUCACAO DIREITOS HUMANOS - JP,CEDHU-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
COORDENACAO AVALIACAO - JP,COAV-JP,DEPAP-JP,CAMPUS JOAO PESSOA,True,0
COORDENAÇÃO DE EXECUÇÃO ORÇAMENTÁRIA E FINANCEIRA - CAMPUS ITAPORANGA,CEOF-IP,DAPF-IP,CAMPUS ITAPORANGA,False,2
NÚCLEO DE SISTEMAS ADMINISTRATIVOS,NSADM-RE,DGTI-RE,REITORIA,False,4
COORDENAÇÃO DE PROTOCOLO - CAMPUS ITAPORANGA,PROTOCOLO-IP,DAPF-IP,CAMPUS ITAPORANGA,False,1
"COORDENAÇÃO DE MANUTENÇÃO, LOGÍSTICA E TRANSPORTE - CAMPUS ITAPORANGA",COMLT-IP,DAPF-IP,CAMPUS ITAPORANGA,False,0
NÚCLEO DE BOLSISTAS DA REDE e-TEC BRASIL,NBETEC-RE,CGETEC-RE,REITORIA,False,0
NÚCLEO DE BOLSISTAS DA UNIVERSIDADE ABERTA DO BRASIL,NBUAB-RE,CGUAB-RE,REITORIA,False,0
COORDENAÇÃO DE PESQUISA E INOVAÇÃO TECNOLÓGICA - CAMPUS SANTA RITA,CPIT-SR,DG-SR,CAMPUS SANTA RITA,False,2
COORDENAÇÃO DE EXTENSÃO - CAMPUS SANTA RITA,COEXT-SR,DG-SR,CAMPUS SANTA RITA,False,1
DIR APOIO ASSESSOR ORGAOS COLEGIADOSS-RE,DAAOC-RE,,,True,0
COORDENAÇÃO DO NÚCLEO DE ATENDIMENTO DE MEDICINA - CAMPUS JOÃO PESSOA,CNAM-JP,CPAS-JP,CAMPUS JOÃO PESSOA,False,0
COORDENAÇÃO DO NÚCLEO DE ATENDIMENTO DE ENFERMAGEM - CAMPUS JOÃO PESSOA,CNAE-JP,CPAS-JP,CAMPUS JOÃO PESSOA,False,0
COORDENAÇÃO DE APOIO AO ESTUDANTE - CAMPUS SANTA RITA,CAEST-SR,DDE-SR,CAMPUS SANTA RITA,False,2
COORDENAÇÃO PEDAGÓGICA - CAMPUS SANTA RITA,COPED-SR,DDE-SR,CAMPUS SANTA RITA,False,1
NÚCLEO DE ATEND. ÀS PESSOAS COM NECESSIDADES. EDUCAC. ESPECIAIS - CAMPUS SANTA RITA,NAPNE-SR,DDE-SR,CAMPUS SANTA RITA,False,3
COORDENAÇÃO DE PROTOCOLO - CAMPUS ITABAIANA,PROTOCOLO-IB,DAPF-IB,CAMPUS ITABAIANA,False,0
COORDENAÇÃO DE PLANEJAMENTO - CAMPUS SOUSA,CPLAN-SS,DAP-SS,CAMPUS SOUSA,False,2
DIR ADMINISTRACAO PLANEJAMENTO-SL,DAP-SL,DG-SL,CAMPUS SANTA LUZIA,True,0
COORD PROP INTELEC TEC INOVACAO-CG,PROFNIT-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
"NÚCLEO DE LÍNGUAS, CULTURA E ESTUDOS LINGUÍSTICOS - CAMPUS CG",NUCLI-CG,DG-CG,CAMPUS CAMPINA GRANDE,False,1
NÚCLEO DE ASSUNTOS INTERNACIONAIS - CAMPUS CAMPINA GRANDE,NAI-CG,DG-CG,CAMPUS CAMPINA GRANDE,False,0
COORDENAÇÃO DE LICITAÇÃO DE OBRAS - REITORIA,CLO-RE,DCCL-RE,REITORIA,False,1
COORDENAÇÃO DE PLANEJAMENTO EM AQUISIÇÕES - REITORIA,CPAQUIS-RE,DCCL-RE,REITORIA,False,0
COORDENACAO COMPETICOES ACADEMICAS - JP,COCAC-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
CHEFE AUDITORIA INTERNA-RE,CAIN-RE,,,True,0
COMISSÃO DE HORÁRIOS ACADÊMICOS - CAMPUS CAJAZEIRAS,CH-CZ,DG-CZ,CAMPUS CAJAZEIRAS,False,0
POLO DE INOVACAO JOAO PESSOA-RE,POLOJP-RE,IFPB,REITORIA,True,0
DIR TECNOLOGICO POLO INOVACAO JP-RE,DTECPO-RE,POLOJP-RE,REITORIA,True,0
COORD OPERACOES POLO INOVACAO JP-RE,COPINJP-RE,DTECPO-RE,REITORIA,True,0
COORD INFRAESTRUTURA POLO INOVACAO JP-RE,INFPIJP-RE,DTECPO-RE,REITORIA,True,0
